NASA PHOTO NO. AS17-|photo_num|mag_number|mag_code|film_type|sun_elevation|lens_mm|EVA|DESCRIPTION|||
137-20988|20988|137|C|SO-368|27|60|2|STA 4, SPL 4220, 4240, 4260|||
137-20989|20989|137|C|SO-368|27|60|2|STA 4, SPL 4220, 4240, 4260|||
137-20990|20990|137|C|SO-368|27|60|2|STA 4, SPL 4220, 4240, 4260|||
137-20991|20991|137|C|SO-368|27|60|2|STA 4, PAN|||
137-20992|20992|137|C|SO-368|27|60|2|STA 4, PAN|||
137-20993|20993|137|C|SO-368|27|60|2|STA 4, PAN|||
137-20994|20994|137|C|SO-368|27|60|2|STA 4, PAN|||
137-20995|20995|137|C|SO-368|27|60|2|STA 4, PAN|||
137-20996|20996|137|C|SO-368|27|60|2|STA 4, PAN|||
137-20997|20997|137|C|SO-368|27|60|2|STA 4, PAN|||
137-20998|20998|137|C|SO-368|27|60|2|STA 4, PAN|||
137-20999|20999|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21000|21000|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21001|21001|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21002|21002|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21003|21003|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21004|21004|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21005|21005|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21006|21006|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21007|21007|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21008|21008|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21009|21009|137|C|SO-368|27|60|2|STA 4, PAN, LRV, LMP|||
137-21010|21010|137|C|SO-368|27|60|2|STA 4, PAN, LRV, LMP|||
137-21011|21011|137|C|SO-368|27|60|2|STA 4, PAN, LRV, LMP|||
137-21012|21012|137|C|SO-368|27|60|2|STA 4, PAN, LRV, LMP|||
137-21013|21013|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21014|21014|137|C|SO-358|27|60|2|STA 4, PAN|||
137-21015|21015|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21016|21016|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21017|21017|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21018|21018|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21019|21019|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21020|21020|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21021|21021|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21022|21022|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21023|21023|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21024|21024|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21025|21025|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21026|21026|137|C|SO-368|27|60|2|STA 4, PAN|||
137-21027|21027|137|C|SO-368|27|60|2|STA 4, PAN|||
133-20269|20269|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20270|20270|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20271|20271|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20272|20272|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20273|20273|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20274|20274|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20275|20275|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20276|20276|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20277|20277|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20278|20278|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20279|20279|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20280|20280|133|J|3401|28|60|2|LRV TRAVERSE, SPL 5110, 15, SEIS CHRG|||
133-20281|20281|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20282|20282|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20283|20283|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20284|20284|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20285|20285|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20286|20286|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20287|20287|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20288|20288|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20289|20289|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20290|20290|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20291|20291|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20292|20292|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20293|20293|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20294|20294|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20295|20295|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20296|20296|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20297|20297|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20298|20298|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20299|20299|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20300|20300|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, LRV|||
133-20301|20301|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20302|20302|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20303|20303|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20304|20304|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20305|20305|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20306|20306|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20307|20307|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20308|20308|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20309|20309|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20310|20310|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20311|20311|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20312|20312|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20313|20313|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20314|20314|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20315|20315|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20316|20316|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, SPL 5120|||
133-20317|20317|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5, SPL 5120|||
133-20318|20318|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20319|20319|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20320|20320|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20321|20321|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20322|20322|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20323|20323|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20324|20324|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20325|20325|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20326|20326|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
133-20327|20327|133|J|3401|28|60|2|LRV TRAVERSE, STA 4 TO STA 5|||
145-22133|22133|145|D|SO-368|28|60|2|STA 5, LRV FLOOR, BLURRED|||
145-22134|22134|145|D|SO-368|28|60|2|STA 5, LRV FLOOR|||
145-22135|22135|145|D|SO-368|28|60|2|STA 5, LRV FLOOR|||
133-20328|20328|133|J|3401|28|60|2|STA 5, SPL 5015, 5035|||
133-20329|20329|133|J|3401|28|60|2|STA 5, SPL 5015, 5035|||
145-22136|22136|145|D|SO-368|28|60|2|STA 5, SPL 5015, 5035|||
145-22137|22137|145|D|SO-368|28|60|2|STA 5, SPL 5015, 5035|||
145-22138|22138|145|D|SO-368|28|60|2|STA 5, SPL 5015, 5035|||
145-22139|22139|145|D|SO-368|28|60|2|STA 5, SPL 5015, 5035|||
145-22140|22140|145|D|SO-368|28|60|2|STA 5, SPL 5015, 5035|||
133-20330|20330|133|J|3401|28|60|2|STA 5, SPL 5055|||
133-20331|20331|133|J|3401|28|60|2|STA 5, SPL 5055|||
133-20332|20332|133|J|3401|28|60|2|STA 5, SPL 5055|||
133-20333|20333|133|J|3401|28|60|2|STA 5, SPL 5055|||
133-20334|20334|133|J|3401|28|60|2|STA 5, SPL 5055|||
133-20335|20335|133|J|3401|28|60|2|STA 5, SPL 5055, TONGS, CDR|||
133-20336|20336|133|J|3401|28|60|2|STA 5, SPL 5055, LRV|||
145-22141|22141|145|D|SO-368|28|60|2|STA 5, SPL 5055|||
145-22142|22142|145|D|SO-368|28|60|2|STA 5, SPL 5055|||
145-22143|22143|145|D|SO-368|28|60|2|STA 5, SPL 5055|||
145-22144|22144|145|D|SO-368|28|60|2|STA 5, SPL 5055|||
145-22145|22145|145|D|SO-368|28|60|2|STA 5, SPL 5055|||
145-22146|22146|145|D|SO-368|28|60|2|STA 5, SPL 5055|||
145-22147|22147|145|D|SO-368|28|60|2|STA 5, SPL 5055|||
145-22148|22148|145|D|SO-368|28|60|2|STA 5, SPL 5055|||
145-22149|22149|145|D|SO-368|28|60|2|STA 5, SPL 5055|||
145-22150|22150|145|D|SO-368|28|60|2|STA 5, SPL 5055|||
145-22151|22151|145|D|SO-368|28|60|2|STA 5, SPL 5055|||
145-22152|22152|145|D|SO-368|28|60|2|STA 5, SPL 5055|||
145-22153|22153|145|D|SO-368|28|60|2|STA 5, SPL 5055|||
133-20337|20337|133|J|3401|28|60|2|STA 5, SPL 5060, 5075|||
133-20338|20338|133|J|3401|28|60|2|STA 5, SPL 5060, 5075, LRV|||
145-22154|22154|145|D|SO-368|28|60|2|STA 5, SPL 5060, 5075, 5080|||
145-22155|22155|145|D|SO-368|28|60|2|STA 5, SPL 5060, 5075, 5080|||
145-22156|22156|145|D|SO-368|28|60|2|STA 5, SPL 5060, 5075, 5080|||
145-22157|22157|145|D|SO-368|28|60|2|STA 5, SPL 5060, 5075, 5080|||
145-22158|22158|145|D|SO-368|28|60|2|STA 5, SPL 5060, 5075, 5080|||
145-22159|22159|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22160|22160|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22161|22161|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22162|22162|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22163|22163|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22164|22164|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22165|22165|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22166|22166|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22167|22167|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22168|22168|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22169|22169|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22170|22170|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22171|22171|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22172|22172|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22173|22173|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22174|22174|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22175|22175|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22176|22176|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22177|22177|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22178|22178|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22179|22179|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22180|22180|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22181|22181|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22182|22182|145|D|SO-368|28|60|2|STA 5, PAN|||
145-22183|22183|145|D|SO-368|28|60|2|STA 5, PAN|||
133-20339|20339|133|J|3401|28|60|2|STA 5, PAN|||
133-20340|20340|133|J|3401|28|60|2|STA 5, PAN|||
133-20341|20341|133|J|3401|28|60|2|STA 5, PAN, LRV|||
133-20342|20342|133|J|3401|28|60|2|STA 5, PAN, LRV|||
133-20343|20343|133|J|3401|28|60|2|STA 5, PAN, LRV|||
133-20344|20344|133|J|3401|28|60|2|STA 5, PAN|||
133-20345|20345|133|J|3401|28|60|2|STA 5, PAN|||
133-20346|20346|133|J|3401|28|60|2|STA 5, PAN|||
133-20347|20347|133|J|3401|28|60|2|STA 5, PAN|||
133-20348|20348|133|J|3401|28|60|2|STA 5, PAN|||
133-20349|20349|133|J|3401|28|60|2|STA 5, PAN|||
133-20350|20350|133|J|3401|28|60|2|STA 5, PAN|||
133-20351|20351|133|J|3401|28|60|2|STA 5, PAN|||
133-20352|20352|133|J|3401|28|60|2|STA 5, PAN|||
133-20353|20353|133|J|3401|28|60|2|STA 5, PAN|||
133-20354|20354|133|J|3401|28|60|2|STA 5, PAN|||
133-20355|20355|133|J|3401|28|60|2|STA 5, PAN|||
133-20356|20356|133|J|3401|28|60|2|STA 5, PAN|||
133-20357|20357|133|J|3401|28|60|2|STA 5, PAN, SCOOP|||
133-20358|20358|133|J|3401|28|60|2|STA 5, PAN, SCOOP|||
133-20359|20359|133|J|3401|28|60|2|STA 5, PAN|||
133-20360|20360|133|J|3401|28|60|2|STA 5, PAN|||
133-20361|20361|133|J|3401|28|60|2|STA 5, PAN|||
133-20362|20362|133|J|3401|28|60|2|LRV TRAVERSE, STA 5 TO STA LM|||
133-20363|20363|133|J|3401|28|60|2|LRV TRAVERSE, STA 5 TO STA LM|||
133-20364|20364|133|J|3401|28|60|2|LRV TRAVERSE, STA 5 TO STA LM|||
133-20365|20365|133|J|3401|28|60|2|LRV TRAVERSE, STA 5 TO STA LM|||
133-20366|20366|133|J|3401|28|60|2|LRV TRAVERSE, STA 5 TO STA LM|||
133-20367|20367|133|J|3401|28|60|2|LRV TRAVERSE, STA 5 TO STA LM|||
133-20368|20368|133|J|3401|28|60|2|LRV TRAVERSE, STA 5 TO STA LM|||
133-20369|20369|133|J|3401|28|60|2|LRV TRAVERSE, STA 5 TO STA LM|||
133-20370|20370|133|J|3401|28|60|2|LRV TRAVERSE, STA 5 TO STA LM|||
133-20371|20371|133|J|3401|28|60|2|LRV TRAVERSE, STA 5 TO STA LM|||
133-20372|20372|133|J|3401|28|60|2|LRV TRAVERSE, STA 5 TO STA LM|||
133-20373|20373|133|J|3401|28|60|2|LRV TRAVERSE, STA 5 TO STA LM|||
133-20374|20374|133|J|3401|28|60|2|LRV TRAVERSE, STA 5 TO STA LM|||
133-20375|20375|133|J|3401|28|60|2|LRV TRAVERSE, STA 5 TO STA LM|||
145-22184|22184|145|D|SO-368|28|60|2|LRV TRAVERSE, STA 5 TO STA LM, SEIS CHRG|||
145-22185|22185|145|D|SO-368|28|60|2|STA ALSEP, SPL 0019|||
145-22186|22186|145|D|SO-368|28|60|2|STA ALSEP, SPL 0019|||
145-22187|22187|145|D|SO-368|28|60|2|STA ALSEP, SPL 0019|||
145-22188|22188|145|D|SO-368|28|60|2|STA ALSEP, SPL 0019|||
145-22189|22189|145|D|SO-368|28|60|2|STA ALSEP, SPL 0019|||
145-22190|22190|145|D|SO-368|28|60|2|STA ALSEP, SPL 0019|||
145-22191|22191|145|D|SO-368|28|60|2|STA ALSEP, SPL 0019|||
144-22080|22080|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22081|22081|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22082|22082|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22083|22083|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22084|22084|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22085|22085|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22086|22086|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22087|22087|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22088|22088|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22089|22089|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22090|22090|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22091|22091|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22092|22092|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22093|22093|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22094|22094|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22095|22095|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22096|22096|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22097|22097|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22098|22098|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22099|22099|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22100|22100|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22101|22101|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22102|22102|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22103|22103|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22104|22104|144|R|3401|28|500|2|STA LM, S MASSIF|||
144-22105|22105|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22106|22106|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22107|22107|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22108|22108|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22109|22109|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22110|22110|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22111|22111|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22112|22112|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22113|22113|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22114|22114|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22115|22115|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22116|22116|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22117|22117|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22118|22118|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22119|22119|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22120|22120|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22121|22121|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22122|22122|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22123|22123|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22124|22124|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22125|22125|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22126|22126|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22127|22127|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22128|22128|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22129|22129|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22130|22130|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22131|22131|144|R|3401|28|500|2|STA LM, N MASSIF|||
144-22132|22132|144|R|3401|28|500|2|STA LM, N MASSIF|||
140-21352|21352|140|E|SO-368|36|60|PRE EVA 3|LM WINDOW PAN, LRV, FLAG|||
140-21353|21353|140|E|SO-368|36|60|PRE EVA 3|LM WINDOW PAN, LRV, FLAG|||
140-21354|21354|140|E|SO-368|36|60|PRE EVA 3|LM WINDOW PAN, LRV, FLAG|||
140-21355|21355|140|E|SO-368|36|60|PRE EVA 3|LM WINDOW PAN|||
140-21356|21356|140|E|SO-368|36|60|PRE EVA 3|LM WINDOW PAN|||
140-21357|21357|140|E|SO-368|36|60|PRE EVA 3|LM WINDOW PAN|||
140-21358|21358|140|E|SO-368|36|60|PRE EVA 3|LM WINDOW PAN|||
140-21359|21359|140|E|SO-368|36|60|3|STA LM, PAN|||
140-21360|21360|140|E|SO-368|36|60|3|STA LM, PAN|||
140-21361|21361|140|E|SO-368|36|60|3|STA LM, PAN|||
140-21362|21362|140|E|SO-368|36|60|3|STA LM, PAN|||
140-21363|21363|140|E|SO-368|36|60|3|STA LM, PAN|||
140-21364|21364|140|E|SO-368|36|60|3|STA LM, PAN|||
140-21365|21365|140|E|SO-368|36|60|3|STA LM, PAN|||
140-21366|21366|140|E|SO-368|36|60|3|STA LM, PAN, FLAG|||
140-21367|21367|140|E|SO-368|36|60|3|STA LM, PAN, LRV, FLAG, LMP|||
140-21368|21368|140|E|SO-368|36|60|3|STA LM, PAN, LRV, FLAG, LMP|||
140-21369|21369|140|E|SO-368|36|60|3|STA LM, PAN, LRV, LMP, LM|||
140-21370|21370|140|E|SO-368|36|60|3|STA LM, PAN, LM|||
140-21371|21371|140|E|SO-368|36|60|3|STA LM, PAN, LM|||
140-21372|21372|140|E|SO-368|36|60|3|STA LM, PAN, LM|||
140-21373|21373|140|E|SO-368|36|60|3|STA LM, PAN, LM|||
140-21374|21374|140|E|SO-368|36|60|3|STA LM, PAN|||
140-21375|21375|140|E|SO-368|36|60|3|STA LM, PAN|||
140-21376|21376|140|E|SO-368|36|60|3|STA LM, PAN|||
140-21377|21377|140|E|SO-368|36|60|3|STA LM, PAN|||
140-21378|21378|140|E|SO-368|36|60|3|STA LM, PAN|||
140-21379|21379|140|E|SO-368|36|60|3|STA LM, PAN|||
140-21380|21380|140|E|SO-368|36|60|3|STA LM, PAN|||
140-21381|21381|140|E|SO-368|36|60|3|STA LM, COSMIC RAY DETECTOR, SPL 0011|||
140-21382|21382|140|E|SO-368|36|60|3|STA LM, COSMIC RAY DETECTOR, SPL 0011|||
140-21383|21383|140|E|SO-368|36|60|3|STA LM, COSMIC RAY DETECTOR|||
140-21384|21384|140|E|SO-368|36|60|3|STA LM, COSMIC RAY DETECTOR|||
140-21385|21385|140|E|SO-368|36|60|3|STA LM, LMP, FLAG, LRV|||
140-21386|21386|140|E|SO-368|36|60|3|STA LM, LMP, FLAG, LRV|||
140-21387|21387|140|E|SO-368|36|60|3|STA LM, LMP, FLAG, LRV|||
140-21388|21388|140|E|SO-368|36|60|3|STA LM, CDR, FLAG, LRV|||
140-21389|21389|140|E|SO-368|36|60|3|STA LM, CDR, FLAG, LRV|||
140-21390|21390|140|E|SO-368|36|60|3|STA LM, CDR, FLAG, LRV|||
140-21391|21391|140|E|SO-368|36|60|3|STA LM, CDR, FLAG, LRV|||
141-21510|21510|141|L|3401|36|60|3|STA SEP, SURFACE ELECTRICAL PROPERTIES|||
141-21511|21511|141|L|3401|36|60|3|STA SEP, SURFACE ELECTRICAL PROPERTIES|||
141-21512|21512|141|L|3401|36|60|3|STA SEP, PARTIAL PAN, LM, LRV|||
141-21513|21513|141|L|3401|36|60|3|STA SEP, PAR PAN, LM, SURF ELEC PROP|||
141-21514|21514|141|L|3401|36|60|3|STA SEP, PAR PAN, LM, SURF ELEC PROP|||
141-21515|21515|141|L|3401|36|60|3|STA SEP, PAR PAN, LRV|||
141-21516|21516|141|L|3401|36|60|3|STA SEP, PAR PAN, LM, SURF ELEC PROP|||
141-21517|21517|141|L|3401|36|60|3|STA SEP, PAR PAN, LM, SURF ELEC PROP|||
141-21518|21518|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21519|21519|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21520|21520|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21521|21521|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21522|21522|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21523|21523|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21524|21524|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21525|21525|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21526|21526|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21527|21527|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21528|21528|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21529|21529|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21530|21530|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21531|21531|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21532|21532|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21533|21533|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21534|21534|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21535|21535|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21536|21536|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21537|21537|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21538|21538|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21539|21539|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21540|21540|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21541|21541|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21542|21542|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6, SPL 6120|||
141-21543|21543|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6, SPL 6120|||
141-21544|21544|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6, SPL 6120|||
140-21392|21392|140|E S|O-368|36|60|3|LRV TRAVERSE, STA SEP TO STA 6, SPL 6120|||
141-21545|21545|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21546|21546|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21547|21547|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21548|21548|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21549|21549|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21550|21550|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21551|21551|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21552|21552|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21553|21553|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
141-21554|21554|141|L|3401|36|60|3|LRV TRAVERSE, STA SEP TO STA 6|||
